ConsecutivoOP,ConsecPedido,Cliente,NombCliente,Producto,NombProducto,FechElab,Proceso,Version,FechEntregaPdcc,FechEntregaClte,OCCliente,QtyRequerida,Actividad,QtyControl,RecMAQ,RecHOM,SecAct,FechEstInicil,estado,TipoConsecutivo,Fecha de visita,Empresa,Planta,País,Ciudad,Tipo de equipo,Orden de compra,Pedido N°,Fecha de instalación de la cadena,Material,Referencia equipo,Causa de desgaste,"Si escogió otros, cuál?",Escoja el desgaste donde se presenta,Tipo de cadena,Referencia cadena,Medida referencia de control desgaste nueva en mm,Medida referencia control de desgaste actual en mm,Porcentaje de elongación actual %,Porcentaje de elongación máx %,Proyección en horas de operación restantes (H),Medida sin desgaste en mm,Medida actual en mm1,Porcentaje de desgaste actual %,Medida sin desgaste en mm1,Medida sin desgaste en mm2,Medida actual en mm2,Medida actual en mm,Altura de la platina en mm,Medida actual de la platina en mm,Paso en mm,Cantidad de pasos (Muestra),"Recomendaciones

"
66415,27037.0,900087414,RIOPAILA CASTILLA S.A.,102284J,PTNA PIN ADIT 12.7X234.1 SOLD,9/30/2021 15:55,102284J,4,9/15/2021 0:00,9/30/2021 0:00,2000508616;,85.0,SOLD,0,SOLDADORES GMAW,SOLDADURA,2,9/7/2021 0:00,FI,FBORP,3/25/2022,INGENIO RIO PAILA,VALLE DEL CAUCA,COLOMBIA,CALI,Tansportador de tablilla,2000508616,27037.0,2/25/2022,CAÑA,,Procesos de fabricación;Ruptura,,Platina Externa;Platina Interna,WH-132,"CDNA WH-132-RFO10-C4-P 6.05""  ACOD",,,,,,,,,,,,,152.4,,153.67,,"Material de las platinas con durezas muy altas, por encima de 50HRC. La falla es del tipo frágil iniciada desde los agujeros hacia los bordes de la platina. Las fallas se originan por desgarres producidos por la interferencia al ensamblar bujes y pasadores, esos desgarres son concentradores de fatiga que se magnifican por el pitting por corrosión producido por la humedad del medio de transporte en la mesa de caña. Hay entalles que se evidencian causado por pitting por corrosión y que por causa de la dureza tan alta de la platina inicia la falla de la platina. Todos los detalles anteriores son causa de la falla de las platinas y que se maximizan por otras causas inherentes al equipo de transporte y tienen que ver con el estado de las platinas guías, estado de sprockets y ruedas lisas los cuales producen choques que aumentan la probabilidad de fallas en las platinas."
77468,30020.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30391261F,PIN PARAGUAS ESTR 3/8X 2 1/2 ,10/20/2023 8:10,30391261F,2,,7/27/2023 0:00,8400005594,378.0,SERV11,0,SERVICIO GALVANIZADO FRIO, ,3,7/28/2023 0:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020.0,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,0.11,2.5,40000,63.5,63.2,0.47,,,,,,0.0,177.8,5.0,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
65015,26425.0,860009808,HOLCIM (COLOMBIA) S.A.,30326515,SECTORES SPROCKET RETORNO ,7/27/2021 12:18,30326515,1,,5/24/2021 0:00,4530309439,2.0,VERI,0,BANCO DE TRABAJO CALIDAD,CALIDAD,3,5/21/2021 0:00,FI,FBORP,4/28/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Reclamador y apilador,4530309439,26425.0,12/12/2021,PIEDRA CALIZA,RECLAMADOR 311 TK1,Elongación prematura;Otros,COLISIÓN CON GUÍAS,Platina Interna;Platina Externa;Rodillo,CDNA FB 311-TK1-C2-P250,FB425,250,250.3,0.12,1.6,2160,100.05,97.75,2.3,,,,,78.0,,250,6.0,"- El resultado obtenido del cálculo de elongación (imagen 4) indica que la cadena Fb-425 hasta el día 15/03/22 en 2160 Horas de operación aproximadas tiene un porcentaje de desgaste de 0.12%. Para esta cadena FB recomienda un porcentaje de elongación máximo de 1.6%.   En fundamento de los resultados, se infiere que la cadena no presenta un desgaste prematuro o excesivo entre buje y pasador.  - Los rodillos inspeccionados, presentan una huella de desgaste acelerado en correlación a las horas de operación. Los resultados en el cálculo de desgaste del rodillo (imagen 5) entregan un porcentaje de desgaste del 2.30%, donde el desgaste máximo en porcentaje de 6.47%. Si bien el desgaste calculado no supera el máximo sugerido, en las horas que lleva de operación se debiera tener un desgaste aproximado del 0.46%  - Se recomienda planear parada para realizar inspección detallada del equipo: cadena, guías, sprocket, etc., y, determinar si el desgaste encontrado en los rodillos pertenece a una causa puntual o patrón que afecta a todo el conjunto de rodillos. Este paro es necesario para hallar causas raíz.   - Se recomienda gestionar el traslado de los tramos de cadena desensamblados a instalaciones de FB para realizar análisis mas detallado.  - Se consideran a continuación las siguientes hipótesis como fuente del desgaste acelerado de los rodillos:  a)	Constante colisión del rodillo a la entrada de las guías desgaste; es decir, el fenómeno se presenta cuando la cadena sale del sprocket hacia la guía y no se da un contacto de entrada suave. Este fenómeno sucede en los módulos tensor y motriz.  b)	En alguna sección de las guías de desgaste se hallan escalas, reducciones de área que no permitan la rodadura o movimiento del rodillo.  c)	En las secciones de las guías de desgaste, sprocket-eje se halla algún tipo desnivel ocasionado la restricción del movimiento al rodillo."
63188,26033.0,891300241,MANUELITA S.A,1ACI110001,SILLA PLATINA 9.5X95X178,2/26/2021 17:36,1ACI110001,2,,2/5/2021 0:00,3300190163:,664.0,TEMP,0,HORNOS DE INDUCCIÓN,TRATAMIENTOS TERMICOS,8,12/17/2020 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033.0,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,304.8,1524,1.77,2.1,,,,,36.95,,,35.2,,,304.8,5.0,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
67138,27380.0,860009808,HOLCIM (COLOMBIA) S.A.,30321162G,RODILLO ØE100XØI50.60X54,11/30/2021 19:06,30321162G,2,11/7/2021 0:00,11/29/2021 0:00,E-MAIL 02/11/2021,232.0,TEMP1,0,HORNOS DE INDUCCIÓN,TRATAMIENTOS TERMICOS,4,11/4/2021 0:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380.0,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,250,251.17,0.47,2,34000,100,98,,,,,,81.0,350.0,250,6.0,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
77454,30020.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30375034,RUEDA LISA ØE914XØI711X88.9 P7,10/19/2023 14:07,30375034,5,,10/20/2023 0:00,8400005594,2.0,VERI,0,BANCO DE TRABAJO MECANIZADO,MECANIZADO,7,7/28/2023 0:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020.0,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,0.11,2.5,40000,63.5,63.2,0.47,,,,,,0.0,177.8,5.0,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
67741,27553.0,900484906,PALMAR DE ALTAMIRA SAS,PD0001998-1G,BUJE ØE31.8XØI22.65X65.10,1/27/2022 11:17,PD0019981G,1,12/30/2021 0:00,1/28/2022 0:00,"3300292911,,",198.0,TORN1,0,TORNOS CADENAS,MECANIZADO,2,12/21/2021 0:00,FI,FBORP,9/23/2022,MANUELITA,PALMAR DE ALTAMIRA,COLOMBIA,CALI,Reclamador y apilador,,27553.0,1/21/2022,CAÑA,RECLAMADOR,Desalineación;Elongación prematura;Otros;Falta de lubricación;Ruptura,PITTING,Platina Interna;Rodillo;Pasador cadena,"CDNA FB2198-C6-P6""",FB2198,457.2,460,0.61,2,,,,,22.9,76.5,74.0,,64.5,,152.4,4.0,"Rotura del pasador / debido a fatiga por corrosión y sobre carga.  El área expuesta del pasador es susceptible a la corrosión y a picaduras si no se protege y si la cadena opera con agua, con compuestos ácidos o básicos, o materiales que producen ácidos cuando se combinan con agua. Como cualquier otra estructura, los pasadores de la cadena se doblan bajo las cargas. En estas condiciones, la superficie de la parte posterior del pasador se estira, es decir, está bajo tensión. Si el pasador se ha picado por un ataque corrosivo, cada picadura se convierte en un punto de concentración de esfuerzos.  Los pasadores de la cadena (dependiendo de la situación) se pueden: desgastar, romper, desgastar por adherencias, corroer o doblar. En otras circunstancias muy poco comunes, un pasador de cadena puede sufrir rotura. Si ocurre la rotura de un pasador, usualmente es debido a una sobrecarga severa repentina y anormal. El atascamiento accidental puede ser una causa probable.  La rotura ocurre en los puntos ilustrados en el esquema 1. Ya que la rotura del pasador se debe a condiciones anormales de carga, la causa se puede determinar usualmente.   5.2 Causa de Falla cadena FB2198  En la actual operación del equipo se hallan condiciones anormales de sobre carga debido al material incrustado en las partes móviles de la cadena para ambos ramales y a la alimentación de material no centrado en el equipo, afectando de manera importante el giro por los menos del 90% de los rodillos, lo que traduce a un aumento de carga (tensión) en los pasadores. Se observa que la cadena está sometida a un ambiente severo de corrosión, formando picaduras (pitting) en toda la superficie del pasador. La combinación de picadura como puntos concentradores de esfuerzos y las sobrecargas por rodillos atascados generan la rotura del pasador."
77454,30020.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30375034,RUEDA LISA ØE914XØI711X88.9 P7,10/19/2023 14:07,30375034,5,,10/20/2023 0:00,8400005594,2.0,TORN4,0,TORNOS GRAN FORMATO,MECANIZADO,8,7/28/2023 0:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020.0,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,0.11,2.5,40000,63.5,63.2,0.47,,,,,,0.0,177.8,5.0,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
63295,25961.0,890100251,CEMENTOS ARGOS S.A.,7100010-104D,BUJE ØE34.05XØI24.55X77,2/25/2021 16:23,710010104D,1,2/5/2021 0:00,2/26/2021 0:00,4500851747,920.0,VERI,0,BANCO DE TRABAJO CALIDAD,CALIDAD,7,12/29/2020 0:00,FI,FBORP,3/15/2023,ARGOS,PAZ DEL RIO,COLOMBIA,SOGAMOSO,Elevador cangilones,4500851747,25961.0,04/03/2021,HARINA CRUDA,SUBAKI BS450 HT ,Ruptura,,Platina Externa,CDNA ELEV FB 26200-G4-C2-P200,FB 26200,,,0.5,2,57600,,,,,,,,120.0,,200,4.0,"La inspección de la cadena del elevador se realizó en el módulo motriz, módulo tensor y por la compuerta de un módulo intermedio y se giró la cadena en tres ocasiones y no se encontró platinas fisuradas, tornillos aflojados u algún otro elemento en mal estado salvo algunas tapas laterales de los cangilones dobladas hacia adentro"
58947,24775.0,900164755,ZONA FRANCA ARGOS S.A.S,7100010-A3,PTNA CAB ADIT 16X206X391 ,2/28/2020 18:19,7100010-A3,1,2/13/2020 0:00,3/5/2020 0:00,4500687880,199.0,PULI1,0,MOTO TOOL,MECANIZADO,6,2/4/2020 0:00,FI,FBORP,10/13/2022,ARGOS,ZONA FRANCA,COLOMBIA,CARTAGENA,Reclamador y apilador,4500687880,24775.0,3/13/2020,CORRECTORES,RECLAMADOR DE CORRECTORES 133 RE300.,Otros,TIEMPO DE TRABAJO,Rodillo;Platina Externa;Platina Interna,CDNA RECLAM. ADITIVOS PASO 315,FU9,,,0.39,1.8,,,,,35,110.0,106.7,,205.0,,315,,"Cadena requiere cambio afínales del año 2023, se recomienda hacer revisión nuevamente finalizando el primer trimestre del 2023. Con el cambio de cadena cambiar segmentos de sprockets. Revisar lubricación. Reapretar toda la tornillería en general"
63616,26033.0,891300241,MANUELITA S.A,1ACI030002,RODILLO 184X152.4X79,2/26/2021 17:32,1ACI030002,3,2/5/2021 0:00,1/29/2021 0:00,3300190163:,342.0,VERI,0,BANCO DE TRABAJO CALIDAD,CALIDAD,12,1/30/2021 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033.0,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,304.8,1524,1.77,2.1,,,,,36.95,,,35.2,,,304.8,5.0,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
63184,26033.0,891300241,MANUELITA S.A,1ACI040010,PTNA PIN 19.05X102X420 ACOD,2/26/2021 17:53,1ACI040010,1,1/19/2021 0:00,2/5/2021 0:00,3300190163:,664.0,VERI,0, ,CALIDAD,9,12/17/2020 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033.0,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,304.8,1524,1.77,2.1,,,,,36.95,,,35.2,,,304.8,5.0,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
63292,25961.0,890100251,CEMENTOS ARGOS S.A.,7100010-104A,PTNA INT 9.5X64.5X284,2/25/2021 16:19,710010104A,1,1/25/2021 0:00,2/26/2021 0:00,4500851747,920.0,VERI,0,BANCO DE TRABAJO CALIDAD,CALIDAD,7,12/29/2020 0:00,FI,FBORP,3/15/2023,ARGOS,PAZ DEL RIO,COLOMBIA,SOGAMOSO,Elevador cangilones,4500851747,25961.0,04/03/2021,HARINA CRUDA,SUBAKI BS450 HT ,Ruptura,,Platina Externa,CDNA ELEV FB 26200-G4-C2-P200,FB 26200,,,0.5,2,57600,,,,,,,,120.0,,200,4.0,"La inspección de la cadena del elevador se realizó en el módulo motriz, módulo tensor y por la compuerta de un módulo intermedio y se giró la cadena en tres ocasiones y no se encontró platinas fisuradas, tornillos aflojados u algún otro elemento en mal estado salvo algunas tapas laterales de los cangilones dobladas hacia adentro"
66735,27177.0,860009808,HOLCIM (COLOMBIA) S.A.,30179097F,PTNA PIN 10X51.8X205 ACOD.,10/30/2021 12:26,30179097F,2,10/21/2021 0:00,10/29/2021 0:00,4500556454,302.0,TEMP3,0,HORNO DE TT,TRATAMIENTOS TERMICOS,8,10/6/2021 0:00,FI,FBORP,07/07/2023,HOLCIM,,COLOMBIA,BOYACA,Elevador cangilones,4500556454,27177.0,10/12/2022,,612EC1,Desalineación,,Platina Externa,"CDNA FB-6830-K2-C2 P 6"" ",FB-683,152.4,152.8,0.26,2.2,32830,28.5,,,,,,,,,152.4,,"Se ha detectado a la fecha 8 platinas fisuradas de las cuales el cliente reparo 6 con soldadura como se evidencia en las fotos arriba adjuntas. No se tiene certeza del procedimiento de soldadura usado por el cliente, y esto puede afectar la resistencia de las platinas. El desgaste del buje implica que se estaba trabajando en el tensor con sprocket y no con rueda lisa. Las ruedas lisas tensoras parecen estar recién instaladas, lo que quiere decir que el equipo había trabajado normalmente con el sprocket tensor viejo. Se sugiere que el cliente nos envíe las evidencias de montaje de los sprockets. Se observa desgaste lateral en platinas internas lo que indica que se estaba trabajando con sprocket y no con rueda lisa, sumado a la desalineación total del equipo respecto a la carcasa de todo el elevador. Se adjunta informe anterior donde se recomienda todo el tema de desalineación."
63252,26046.0,890100251,CEMENTOS ARGOS S.A.,7100010-105B,RUEDALISA INF.ØE762XØI470X88.9,1/29/2021 18:18,710010105B,1,1/13/2021 0:00,1/20/2021 0:00,4500851751:,1.0,TORN,0,TORNOS GRAN FORMATO,MECANIZADO,8,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046.0,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,"177,8","178,47","0,38","2,2",,"32,7",33,,"31,75",,,29.0,122.2,,"178,47",1.0,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
71008,28508.0,860009808,HOLCIM (COLOMBIA) S.A.,30299259,"CDNA FB 956-K24-C2-P6""",7/29/2022 21:20,30299259,3,7/25/2022 0:00,8/2/2022 0:00,4500602273,60.0,ENSA,0,PRENSA ENSAMBLES,FORJADO,1,7/20/2022 0:00,FI,FBORP,02/01/2023,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4500602273;4530319004,28508.0,8/30/2022,CARBÓN GRANULADO,ELEVEDOR L41-EC,Otros,OXIDACIÓN,Buje cadena;Platina Externa;Platina Interna;Pasador cadena,"CDNA FB 956-K24-C2-P6""",FB 956,,,0.72,2.5,8900,25.9,26.05,PARA CALCULAR,25.4,,,24.6,,,152.4,2.0,Es evidente que se presenta un desgaste acelerado sobre todo en el pasador  	Toda la superficie de la cadena presenta desgaste por pitting generado por corrosión por el material que transporta y el porcentaje de humedad. 	El pitting que se observa en el pasador daña la superficie reduciendo el área y produciendo desprendimiento y desgaste acelerado. 	Se recomienda revisar todas las condiciones operacionales del equipo y sobre todo el retorno de material a la bota del elevador. 	El material transportado se torna pegajoso y e4s extremadamente corrosivo produciendo desgastes en todas las partes del elevador.
63252,26046.0,890100251,CEMENTOS ARGOS S.A.,7100010-105B,RUEDALISA INF.ØE762XØI470X88.9,1/29/2021 18:18,710010105B,1,1/13/2021 0:00,1/20/2021 0:00,4500851751:,1.0,VERI,0,BANCO DE TRABAJO CALIDAD,CALIDAD,17,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046.0,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,"177,8","178,47","0,38","2,2",,"32,7",33,,"31,75",,,29.0,122.2,,"178,47",1.0,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
58247,24723.0,860009808,HOLCIM (COLOMBIA) S.A.,30351506B,PASADOR 38.1X35.8X187 PERF,12/30/2019 18:39,30351506B,1,12/14/2019 0:00,1/8/2020 0:00,4530307685,752.0,VERI,0, ,CALIDAD,10,12/13/2019 0:00,FI,FBORP,7/27/2021,HOLCIM COLOMBIA,HOLCIM COLOMBIA - NOBSA,COLOMBIA,NOBSA,Elevador cangilones,4530307685,24723.0,7/27/2021,CLINKER,ELEVADOR DE CANGILONES 533-EC1,Medidas fuera de especificación,,Platina Interna;Pasador cadena,"CDNA FB 984 ADIT K443-C2-P7""",FB 984 ,,12.6,0.88,1.23,9988,,,,,,,,,,,752.0,
63243,26046.0,890100251,CEMENTOS ARGOS S.A.,7100010-105,CONJUNTO CDNA FB864+RUEDAS LIS,1/29/2021 18:23,7100010105,1,1/12/2021 0:00,1/20/2021 0:00,4500851751:,1.0,VERI,0,BANCO DE TRABAJO CALIDAD,CALIDAD,2,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046.0,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,"177,8","178,47","0,38","2,2",,"32,7",33,,"31,75",,,29.0,122.2,,"178,47",1.0,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
54313,23311.0,890100251,CEMENTOS ARGOS S.A.,1DCI010001,PASADOR 38.1X32.8X186 PERF,1/3/2020 16:25,1DCI010001,1,2/14/2019 0:00,2/25/2019 0:00,4500529054,384.0,TORN,0,TORNOS,MECANIZADO,3,1/25/2019 0:00,FI,FBORP,3/15/2022,ARGOS,SOGAMOSO,COLOMBIA,SOGAMOSO,Elevador cangilones,4500529054,23311.0,11/11/2019,CLINKER,ELEVADOR DE CANGILONES 864,Elongación prematura;Cavitación seca,,Platina Externa;Pasador cadena,CDNA FB864-K443-C2-P7,FB864,,242.3,1.68,2.2,10800,60.5,,,,,,,102.0,,177.8,6.0,"El material para transportar es uno de los factores más importantes al momento de que se produzca la cavitación seca, debido a que existe presencia de material fino, dicho material se aloja en la holgura entre pasador y buje, y durante el transporte va ocasionando el desgaste en estas piezas.   -Se recomienda para el próximo corte de cadena, retirar el paso que presenta alta elongación.  - Se recomienda intervención programada para reparar los cangilones fisurados y, realizar inspección detallada para diagnosticar la falla de la separación incorrecta entre cangilones.  -La cadena se diagnostica entre 50% de su vida útil, Se recomienda realizar control de desgaste periódico. Cada 4 meses y, llevar un control de la elongación de los tramos. "
77807,30028.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,1000344464A,TCA PHILIDA M20X2.5 CL8,10/31/2023 11:23,100344464A,1,,8/16/2023 0:00,8400005586,12.0,TORN3,0,TORNOS TORNILLERÍA,MECANIZADO,2,8/17/2023 0:00,FI,FBORP,5/20/2024,HOLCIM,MERIDA,MEXICO,MERIDA,Elevador cangilones,8400005586,30028.0,1/20/2024,CLINKER,ELEVADOR 5E1-BE01,Otros,FALTA DE COMPONENTE (ARANDELAS TOPE),Pasador cadena,CDNA ELEVADOR FB AU06.3 C2 P7,FB AU06.3,"236,5",236.8,0.14,3.3,29524,58,57.85,,,,,,,950.0,177.8,5.0,"Pasadores desplazados o con tendencia hacia la izquierda o derecha. El pasador esta centrado cuando sobresale aproximadamente 3,0mm en cada extremo a partir de la platina aditamento o teléfono. Para garantizar la correcta operación del elevador 5E1-BE01 se deberán instalar las arandelas topes como medida correctiva inmediata. Como solución definitiva se debe realizar el reemplazo de cadena FB-06. "
77807,30028.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,1000344464A,TCA PHILIDA M20X2.5 CL8,10/31/2023 11:23,100344464A,1,,8/16/2023 0:00,8400005586,12.0,INSP,0,BANCO DE TRABAJO CALIDAD,CALIDAD,4,8/17/2023 0:00,FI,FBORP,5/20/2024,HOLCIM,MERIDA,MEXICO,MERIDA,Elevador cangilones,8400005586,30028.0,1/20/2024,CLINKER,ELEVADOR 5E1-BE01,Otros,FALTA DE COMPONENTE (ARANDELAS TOPE),Pasador cadena,CDNA ELEVADOR FB AU06.3 C2 P7,FB AU06.3,"236,5",236.8,0.14,3.3,29524,58,57.85,,,,,,,950.0,177.8,5.0,"Pasadores desplazados o con tendencia hacia la izquierda o derecha. El pasador esta centrado cuando sobresale aproximadamente 3,0mm en cada extremo a partir de la platina aditamento o teléfono. Para garantizar la correcta operación del elevador 5E1-BE01 se deberán instalar las arandelas topes como medida correctiva inmediata. Como solución definitiva se debe realizar el reemplazo de cadena FB-06. "
63296,25961.0,890100251,CEMENTOS ARGOS S.A.,7100010-104E,PASADOR 28X25.05X120.2 CP/PER,2/25/2021 16:24,710010104E,1,2/5/2021 0:00,2/26/2021 0:00,4500851747,920.0,VERI,0,BANCO DE TRABAJO CALIDAD,CALIDAD,11,12/29/2020 0:00,FI,FBORP,3/15/2023,ARGOS,PAZ DEL RIO,COLOMBIA,SOGAMOSO,Elevador cangilones,4500851747,25961.0,04/03/2021,HARINA CRUDA,SUBAKI BS450 HT ,Ruptura,,Platina Externa,CDNA ELEV FB 26200-G4-C2-P200,FB 26200,,,0.5,2,57600,,,,,,,,120.0,,200,4.0,"La inspección de la cadena del elevador se realizó en el módulo motriz, módulo tensor y por la compuerta de un módulo intermedio y se giró la cadena en tres ocasiones y no se encontró platinas fisuradas, tornillos aflojados u algún otro elemento en mal estado salvo algunas tapas laterales de los cangilones dobladas hacia adentro"
63249,26046.0,890100251,CEMENTOS ARGOS S.A.,1DCI020001,BUJE ØE60.5XØI32.3X127.25,1/29/2021 18:14,1DCI020001,3,1/13/2021 0:00,1/20/2021 0:00,4500851751:,384.0,VERI,0,BANCO DE TRABAJO CALIDAD,CALIDAD,7,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046.0,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,"177,8","178,47","0,38","2,2",,"32,7",33,,"31,75",,,29.0,122.2,,"178,47",1.0,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
