TipoOp,ConsOP,Actividad,Descripcion Actividad,Version,Comentario,Proceso
FBREP,153,VERI,VERIFICAR,2,"VER PLANO


",PD0001635C
FBREP,20,VERI,VERIFICAR,2,VER PLANO ,PD01399K2
FBREP,124,VERI,VERIFICAR,1,"VER PLANO 

-LLEVAR AL AREA DE SODADURA.",PD0001588C
FBREP,102,VERI,VERIFICAR,1,"VER PLANO



NOTA:LLEVAR AL AREA DE SOLDADURA",037704A
FBREP,222,VERI,VERIFICAR,1,"VER PLANO



NOTA:LLEVAR AL AREA DE SOLDADURA",037704A
FBREP,166,VERI,VERIFICAR,1,VER PLANO,1ACI110001
FBREP,305,VERI,VERIFICAR,2,"VALIDAR ESCUALIZACION 
GALGAR",1ACI000000
FBREP,410,VERI,VERIFICAR,4,"7.1).VERIFICAR EN PLATO.
7.2).GARANTIZAR RADIO INTERNO DE CAJA SEGUN PLANO Y VERIFICARLO CON GALGA DE RADIOS.",30375034
FBREP,44,VERI,VERIFICAR,1,"VER PLANO


NOTA: LLEVAR AL ÁREA DE SOLDADURA",PD01336C
FBREP,147,VERI,VERIFICAR,3,VER PLANO,1062674
FBREP,109,VERI,VERIFICAR,1,"

VER PLANO 

VERIFICAR DUREZA",PD0001920B
FBREP,476,VERI,VERIFICAR,2,•VALIDAR ESCUADRA Y PLANITUD.,30607413C
FBREP,165,VERI,VERIFICAR,1,"SACAR PIN PARAGUAS DE 1/4X2



",30301439E
FBREP,229,VERI,VERIFICAR,2,"VER PLANO

",30179009C
FBREP,88,VERI,VERIFICAR,1,VER PLANO,PD0001754V
FBREP,118,VERI,VERIFICAR,4,VER PLANO ,PD0001616D
FBREP,200,VERI,VERIFICAR,1,"3.1).VER PLANO 

NOTA: 
-UTILIZAR AYUDA MECANICA
-LLEVAR AL ÁREA DE SOLDADURA.

",PD198313A1
FBREP,93,VERI,VERIFICAR,2,"ENTRE CARAS A=24-23.7

ALTURA DE TUERCA B=13-12.3

ºG=45º(±2º)

ØNOMINAL=M16

ØINTERIOR=13,835-14.210

P=2



VERIFICAR GRADO ""8"" 
DUREZA  88 HRB-30 HRC
	
	
	
",PD0001427A
FBREP,21,VERI,VERIFICAR,1,VER PLANO,PD01399K3
FBREP,103,VERI,VERIFICAR,1,"VER PLANO

NOTA:LLEVAR AL AREA DE SOLDADURA",037704B
FBREP,223,VERI,VERIFICAR,1,"VER PLANO

NOTA:LLEVAR AL AREA DE SOLDADURA",037704B
FBREP,104,VERI,VERIFICAR,1,"VER PLANO

NOTA:LLEVAR AL AREA DE SOLDADURA",037704C
FBREP,240,VERI,VERIFICAR,2,"12.1).VER PLANO 



NOTA:

-LLEVAR AL AREA DE ENSAMBLE",16767
FBREP,170,VERI,VERIFICAR,2,VER PLANO,PD0001788E
FBREP,159,VERI,VERIFICAR,2,VER PLANO,PD0001788E
FBREP,10,VERI,VERIFICAR,1,"VER PLANO 

VERIFICAR DUREZA 43 - 50 HRC

NOTA: LLEVAR AL ÁREA DE SOLDADURA


",1058930A
FBREP,98,VERI,VERIFICAR,2,"X=484-485 (+3) (-2) 

L=490 (+3) (-2) 

 

VER PLANO (D5R-637-11)",5860012237
FBREP,25,VERI,VERIFICAR,1,VER PLANO,PD0001806
FBREP,8,VERI,VERIFICAR,1,"VER PLANO 



",1058931
FBREP,23,VERI,VERIFICAR,1,VER PLANO,PD01399K5
FBREP,49,VERI,VERIFICAR,4,"- 
VER PLANO

",1480738
FBREP,390,VERI,VERIFICAR,12,VERIFICAR ESTADO DE LA ROSCA CON TORNILLO ,10020267
FBREP,53,VERI,VERIFICAR,2,VER PLANO,1480738E
FBREP,213,VERI,VERIFICAR,4,"ØNOMINAL=5/8

ØEXTERIOR=15.8-15.6

HPP=11

TIPO=UNC
ØLAMINACIÓN=14.31-14.33

A= 3 mm 
LR=88.9 (±1)

L=94.9(±1)

VERIFICAR DUREZA MÁX. 35 HRC",412201
FBREP,22,VERI,VERIFICAR,1,VER PLANO,PD01399K4
FBREP,140,VERI,VERIFICAR,3,"VER PLANO 

",1ARU180002
FBREP,239,VERI,VERIFICAR,2,"4.1).VER PLANO 

NOTA:
-LLEVAR AL AREA DE ENSAMBLE
",16763C
FBREP,228,VERI,VERIFICAR,2,VER PLANO,30179097B
FBREP,4,VERI,VERIFICAR,2,"VER PLANO

VERIFICAR DUREZA

NOTA: UTILIZAR AYUDA MECÁNICA",786581
FBREP,75,VERI,VERIFICAR,1,VER PLANO,PD0001754J
FBREP,107,VERI,VERIFICAR,1,"
VER PLANO
",PD0001920
FBREP,132,VERI,VERIFICAR,1,"NOTA:
LAS CHUMACERAS LLEGAN DIRECTAMENTE AL CLIENTE, LA TORNILLERIA SE DEBE DESPACHAR.",PD00158826
FBREP,91,VERI,VERIFICAR,1,"DIANOMINAL=5/8
 ENTRE CARAS=26.2-26.95

ALTURA DE TUERCA=16-14.9

DIAINTERIOR=13,4-13,85

G=45°

HPP=11

TIPO=UNC



VERIFICAR ""2H"" 24-38HRC
",PD0001853
FBREP,233,VERI,VERIFICAR,2,5.1).VER PLANO,13001692C
FBREP,26,VERI,VERIFICAR,1,"VER PLANO 

NOTA:

LLEVAR AL AREA DE SOLDADURA",PD0001806A
FBREP,219,VERI,VERIFICAR,2,"VER PLANO

VERIFICAR DUREZA

NOTA: LLEVAR AL ÁREA DE SOLDADURA",1495604D
FBREP,24,VERI,VERIFICAR,1,"VER PLANO 

",PD0001636B
FBREP,6,VERI,VERIFICAR,1,VER PLANO ,786581A
FBREP,13,VERI,VERIFICAR,1,"VER PLANO 

NOTA: LLEVAR AL ÁREA DE MECANIZADO



",1058930D
FBREP,113,VERI,VERIFICAR,1,"VER PLANO 

",PD0001920F
FBREP,156,VERI,VERIFICAR,2,VER PLANO,PD0001635B
FBREP,154,VERI,VERIFICAR,2,VER PLANO,PD0001635B
FBREP,176,VERI,VERIFICAR,2,"VER PLANO

",1DCI020003
FBREP,202,VERI,VERIFICAR,1,"10.1).VER PLANO 



NOTA:
-UTILIZAR AYUDA MECANICA
-LLEVAR AL AREA DE ENSAMBLE",PD198313B
FBREP,475,MARC,MARCAR,1,"MARCAR COLADA Y FB
",30607413B
FBREP,490,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA",3586248A10
FBREP,382,MARC,MARCAR,1,COLADA,304499572A
FBREP,65,MARC,MARCAR,2,"LINEA 1: F-AÑO - (COLADA + MATERIAL)
LINEA  2: REFERENCIA

NOTA:
1.PTNAS EXT  PIN ADIT.
MARCAR _____ PTNAS EXT PIN EN EL EXTREMO IZQUIERDO
MARCAR _____ PTNAS EXT PIN EN EL EXTREMO DERECHO

2.PTNAS EXT PIN.
MARCAR _____ PTNAS EXT PIN EN EL CENTRO RAMAL  IZQUIERDO
MARCAR _____ PTNAS EXT PIN EN EL CENTRO RAMAL DERECHO


 ",PD0001754B
FBREP,94,MARC,MARCAR,1,"COLADA
",PD0001876A
FBREP,374,MARC,MARCAR,4,"13.1).COLADA 
13.2).REFERENCIA
",19619
FBREP,11,MARC,MARCAR,1,COLADA,1058930B
FBREP,15,MARC,MARCAR,1,COLADA Y GRADO B7,CBT8U7ZZ
FBREP,146,MARC,MARCAR,3,"COLADA Y F436
SOLO SI ES NECESARIO",T0294
FBREP,164,MARC,MARCAR,2,FB Y COLADA,30301439C
FBREP,295,MARC,MARCAR,3,COLADA,1ACI050001
FBREP,137,MARC,MARCAR,2,"COLADA 
",1ARU150002
FBREP,3,MARC,MARCAR,2,COLADA,4001899
FBREP,334,MARC,MARCAR,3,"LINEA 1: F-AÑO - (COLADA)
LINEA 2: REFERENCIA + MATERIAL

NOTA:
MITAD ES RAMAL IZQUIERDO
MITAD ES RAMAL DERECHA",54987-1B
FBREP,343,MARC,MARCAR,1,"LINEA 1: F-AÑO - (COLADA)
LINEA 2: REFERENCIA + MATERIAL",54987-1K
FBREP,394,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA )
Línea 2: REFERENCIA + MATERIAL
",30321162A
FBREP,156,MARC,MARCAR,2,COLADA Y FB,PD0001635B
FBREP,154,MARC,MARCAR,2,COLADA Y FB,PD0001635B
FBREP,466,MARC,MARCAR,7,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA",R1487B
FBREP,281,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA

SOLO SI ES NECESARIO",PD0002299A
FBREP,263,MARC,MARCAR,1,COLADA,0206310172
FBREP,373,MARC,MARCAR,6,"COLADA Y CLASE""8""",4001190
FBREP,458,MARC,MARCAR,12,COLADA,30413868
FBREP,405,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA",30351506C
FBREP,254,MARC,MARCAR,1,"MARCAR SEGMENTOS
-COLADA 
-REFERENCIA
-NUMERACIÓN, SOLO SI ES NECESARIO.",PD0002210A
FBREP,258,MARC,MARCAR,1,"MARCAR SEGMENTOS
-COLADA 
-REFERENCIA
-NUMERACIÓN, SOLO SI ES NECESARIO.",PD0002210A
FBREP,177,MARC,MARCAR,1,"Línea 1: F-AÑO - (COLADA + MATERIAL) 
Línea 2: REFERENCIA
",1DCI040005
FBREP,169,MARC,MARCAR,2,"COLADA Y REFERENCIA 
",PD0001788C
FBREP,158,MARC,MARCAR,2,"COLADA Y REFERENCIA 
",PD0001788C
FBREP,352,MARC,MARCAR,1,"COLADA

VER PLANO
",PD0002309B
FBREP,60,MARC,MARCAR,1,COLADA Y REFERENCIA,1465030D
FBREP,108,MARC,MARCAR,1,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA
",PD0001920A
FBREP,391,MARC,MARCAR,1,COLADA,PD0002395
FBREP,53,MARC,MARCAR,2,"COLADA 
NOTA:NO MARCAR EN EL LADO DE LA CABEZA
",1480738E
FBREP,213,MARC,MARCAR,4,"COLADA B8MSH Y UNA LINEA DEBAJO DE LA MARCA

",412201
FBREP,91,MARC,MARCAR,1,COLADA GDO2H,PD0001853
FBREP,4,MARC,MARCAR,2,COLADA,786581
FBREP,400,MARC,MARCAR,4,"COLADA Y FLECHA INDICANDO EL LADO DE TTO TERMICO.
VER PLANO.",PD0001953A
FBREP,484,MARC,MARCAR,1,"FB Y COLADA 

",30586248A3
FBREP,144,MARC,MARCAR,1,COLADA ,PD0001955
FBREP,489,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA",30586248A9
FBREP,178,MARC,MARCAR,1,"Línea 1: F-AÑO - (COLADA + MATERIAL) 
Línea 2: REFERENCIA
",1DCI040006
FBREP,273,MARC,MARCAR,3,"COLADA Y REFERENCIA 
",PD0001788C
FBREP,372,MARC,MARCAR,6,COLADA Y  CL8.8,12689
FBREP,467,MARC,MARCAR,4,"COLADA

NOTA: NO MARCAR EN EL LADO DE LA CABEZA",R1487C
FBREP,488,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA",30586248A8
FBREP,478,MARC,MARCAR,3,"MARCAR FB 6/7 Y COLADA
",30607413E
FBREP,359,MARC,MARCAR,4,"16.1)COLADA, MARCAR SEGUN PLANO.
16.2)REFERENCIA, SOLO SI ES NECESARIO.
16.3)MARCAR NUMERACION (CON SECUENCIA)
16.4) MARCAR FLECHA SENTIDO DE TRABAJO.",6352045180
FBREP,408,MARC,MARCAR,1,"COLADA  Y REFERENCIA
SEGUN PLANO",PD00021991
FBREP,428,SERV3,SERVICIO3,2,"1.1) CORTAR GALGA
SEGUN PLANO DXF",PD0002355H
FBREP,370,SERV3,SERVICIO3,1,SERVICIO DE CORTE,LA00084I
FBREP,408,SERV3,SERVICIO3,1,•SERVICIO DE CORTE LASER Y PERFORADO,PD00021991
FBREP,295,SERV3,SERVICIO3,3,"SERVICIO DE CORTE LASER Y PERFORADO.

-VERIFICAR DUREZA",1ACI050001
FBREP,374,SERV3,SERVICIO3,4,"1.1).CORTAR GALGA  (SEGÚN PLANO DXF)

VERIFICAR EXISTENCIA DE GALGA, O DE LO CONTRARIO FABRICARLA.",19619
FBREP,426,SERV3,SERVICIO3,1,"-SERVICIO DE CORTE LASER 

-CORTAR 9 HELICES.

NOTA: EL PROVEDOR CON EL DIAMETRO EXTERIOR Y EL PASO, CALCULA EL DESARROLLO DE LA HELICE.",PD0002586
FBREP,354,SERV3,SERVICIO3,2,SERVICIO DE CORTE LASER.,PD0002309D
FBREP,377,SERV3,SERVICIO3,1,SERVICIO DE CORTE Y PERFORADO.,PD0002495
FBREP,304,SERV3,SERVICIO3,5,"1.1). CORTAR GALGA
         (SEGÚN PLANO DXF)",83094
FBREP,493,SERV3,SERVICIO3,1,"SERVICIO CORTE LASER 

NOTA: DEBEN LLEGAR MARCADAS CON LA COLADA DE            SERVICIO.

»UTILIZAR RETALES: ESPESORES DE 3 A 6mm",PD0002701
FBREP,300,SERV3,SERVICIO3,2,"10.1).VERIFICAR SI HAY GALGA FABRICADA, DE LO CONTRARIO ENVIAR A SERVICIO DE CORTE LASER LAMINA DE ESPESOR 3/16 MATERIAL A36.",PD0002111A
FBREP,358,SERV3,SERVICIO3,3,"1.1) CORTAR GALGA
SEGUN PLANO DXF",30573114-3
FBREP,346,INSP,INSPECCIONAR,2,"DIAMETRO=9.52(±0.4)

A=20(±1)

B=55(±1)
",26084C
FBREP,266,INSP,INSPECCIONAR,2,VER PLANO,PD01923B
FBREP,247,INSP,INSPECCIONAR,2,VER PLANO,PD01923B
FBREP,252,INSP,INSPECCIONAR,2,VER PLANO,PD01923B
FBREP,348,INSP,INSPECCIONAR,1,"VER PLANO

NOTA: O.P TIPO PROYECTO",PD0002334D
FBREP,415,INSP,INSPECCIONAR,1,"VER PLANO 

VERIFICAR DUREZA


NOTA:LLEVAR AL AREA DE ENSAMBLE",30392656D
FBREP,245,INSP,INSPECCIONAR,2,VER PLANO ,1000245028
FBREP,335,INSP,INSPECCIONAR,3,"VER PLANO

NOTA:
-VERIFICAR DUREZA
-LLEVAR AL ÁREA DE ENSAMBLE",54987-1C
FBREP,362,INSP,INSPECCIONAR,1,VER PLANO,1122830NA
FBREP,343,INSP,INSPECCIONAR,1,"VER PLANO

NOTA:
-VERIFICAR DUREZA
-LLEVAR  AL ÁREA  DE ENSAMBLE
",54987-1K
FBREP,394,INSP,INSPECCIONAR,2,"VER PLANO 

NOTA: VERIFICAR DUREZA",30321162A
FBREP,359,INSP,INSPECCIONAR,4,"17.1) VER PLANO 

NOTA: UTILIZAR AYUDA MECANICA.
",6352045180
FBREP,428,INSP,INSPECCIONAR,2,"15.1) VER PLANO 

NOTA: UTILIZAR AYUDA MECANICA.
",PD0002355H
FBREP,330,INSP,INSPECCIONAR,4,- VERIFICAR CON BUJE ,1000151929
FBREP,338,INSP,INSPECCIONAR,3,"VER PLANO

NOTA:
-VERIFICAR DUREZA
-LLEVAR  AL ÁREA  DE ENSAMBLE
",54987-1F
FBREP,368,INSP,INSPECCIONAR,1,"VER PLANO

P:\PLANOS CLIENTES\ESTANDARIZADOS FB\PROYECTO ESTADARIZADOS FB\PINES CANDADO\PIN CANDADO R10x1-8\PLANOS\PIN CANDADO R10x1-8.dxf ",1122830O
FBREP,293,INSP,INSPECCIONAR,3,"-VER PLANO

ENVIAR AL ÁREA DE SOLDADURA ________ PLATINA(S).",1ACI040007
FBREP,404,INSP,INSPECCIONAR,2,VER PLANO,30351506B
FBREP,469,INSP,INSPECCIONAR,2,VER PLANO,R1487E
FBREP,456,INSP,INSPECCIONAR,2,VER PLANO,R1487E
FBREP,279,INSP,INSPECCIONAR,1,"VER PLANO

",PD02163-3A
FBREP,267,INSP,INSPECCIONAR,2,VER PLANO,0206310171
FBREP,262,INSP,INSPECCIONAR,2,VER PLANO,0206310171
FBREP,248,INSP,INSPECCIONAR,2,"VER PLANO

VERIFICAR DUREZA

",PD01923C
FBREP,483,INSP,INSPECCIONAR,1,7.1).VER PLANO,30586248A2
FBREP,345,INSP,INSPECCIONAR,4,-VER PLANO,26084B
FBREP,457,INSP,INSPECCIONAR,6,"A=45-44.61

B=30-29.48

D=15.5 min

E=22.27-22.06 PARA LLAVE M22

R MIN=1                 

2R=2
DIAMETRO F=30-29.7

LR=72(+3)

L=140(±0.8)



DIAMETROS DE LAMINACION PARA TORNILLERIA METRICA
ANGULO DE ENTRADA DE ROSCA 22.5º(±2.5º)
DIANOMINAL=M30

DIAEXTERIOR=29,95-29,65

P=2
DIALAMINACION=28.63-28.65

CHAFLAN DE SALIDA 4.4x60º

",30169435
FBREP,380,INSP,INSPECCIONAR,1,VERIFICAR PIN ,PD0002497
FBREP,270,INSP,INSPECCIONAR,6,"VER PLANO.
",6000036
FBREP,274,INSP,INSPECCIONAR,3,VER PLANO,PD0001788D
FBREP,276,INSP,INSPECCIONAR,3,VER PLANO,PD0001788F
FBREP,328,INSP,INSPECCIONAR,1,"DIAMETRO=6.35(±0.4)

A=25.4(±1)

B=50.8(±1)
",PD0002299I
FBREP,289,INSP,INSPECCIONAR,1,"DIAMETRO=6.35(±0.4)

A=25.4(±1)

B=50.8(±1)
",PD0002299I
FBREP,320,INSP,INSPECCIONAR,1,"-VER PLANO

",PD0002334C
FBREP,353,INSP,INSPECCIONAR,1,"VER PLANO

NOTA: LLEVAR AL ÁREA DE SOLDADURA",PD0002309C
FBREP,424,INSP,INSPECCIONAR,1,VER PLANO,PD0002581
FBREP,458,INSP,INSPECCIONAR,13,VER PLANO,30413868
FBREP,479,INSP,INSPECCIONAR,9,"1) VER PLANO.
1.1) LA PLANILLA DE CALIDAD DEBE CONTENER TODA LA DOCUMENTACION QUE EL PROVEEDOR SUMINISTRA.
1.2) CERTIFICADOS DE LOS COMPONENTES.
1.3) DUREZAS.
1.4) GARANTIZAR EL NUMERO DE PASO(S).
1.5) NUMERO DE TRAMOS EN LOS QUE LLEGO ENSAMBLADA.
1.6) SI SE LE DEBE HACER UN PROCESO ADICIONAL, GENERAR ALERTA PARA ACTUALIZAR EL DISEÑO PARA FUTURAS FABRICACIONES.

ENVIAR:
______ TRAMOS DE ______ PASOS.
______ TRAMOS DE ______ PASOS.
______ PINES EMPALME.
______ PASADORES EMPALME.",1ACI000004
FBREP,373,INSP,INSPECCIONAR,6,"ØNOMINAL=M33

ENTRE CARAS=50-49

ALTURA DE TUERCA=28.7-27.4


ØINTERIOR=30,83-31,21

P=2

",4001190
FBREP,458,INSP,INSPECCIONAR,12,VER PLANO,30413868
FBREP,405,INSP,INSPECCIONAR,2,"VER PLANO

VERIFICAR DUREZA
",30351506C
FBREP,254,INSP,INSPECCIONAR,1,VER PLANO,PD0002210A
FBREP,258,INSP,INSPECCIONAR,1,VER PLANO,PD0002210A
FBREP,459,INSP,INSPECCIONAR,3,"VERIFICAR DUREZA, ACABADOS, DIMENSIONES, POROS Y RECHUPES

VER PLANO",6769-0028
FBREP,391,INSP,INSPECCIONAR,1,"VER PLANO

•LAS GRASERA YA ESTAN ENSAMBLADAS 

•TENER EN CUENTA QUE ES UN REPROCESO Y QUE LOS EJES YA SE ENCUENTRAN FABRICADOS, SE LES DEBE REALIZAR LAS REPARACIONES INDICADAS EN LA OP.",PD0002395
FBREP,445,INSP,INSPECCIONAR,3,VER PLANO ,10CI010000
FBREP,387,INSP,INSPECCIONAR,1,VER PLANO,PD02599
FBREP,263,INSP,INSPECCIONAR,1,VER PLANO,0206310172
FBREP,390,INSP,INSPECCIONAR,12,"ENTRECARAS A=50.8-49.25

ALTURA  B=19.5(±0.5)
ALTURA F=2.5(±0.2)
ALTURA E= 6(±0.2)
ØD=37.5(±0.5)
ØH=44.45(±0.5)
R1=3.5(±0.2)
ALTURA DE TUERCA G=25.4(±0.5)
DIÁNOMINAL=1 1/4
1 1/4-12H
ØINTERIOR=29.5-29.9
HPP=12

TIPO=UNF

VERIFICAR DUREZA PARA ""GDO8""=26-36HRC",10020267
FBREP,365,INSP,INSPECCIONAR,1,"VER PLANO
",1122830ND
FBREP,400,INSP,INSPECCIONAR,4,VER PLANO,PD0001953A
FBREP,484,INSP,INSPECCIONAR,1,"VER PLANO




",30586248A3
FBREP,370,INSP,INSPECCIONAR,1,VER PLANO ,LA00084I
FBREP,487,INSP,INSPECCIONAR,1,VER PLANO ,30586248A7
FBREP,451,INSP,INSPECCIONAR,4,"10.1) VER PLANO.

NOTA: ESTOS ESLABONES SE DEBEN ENSAMBLAR EN LAS CADENAS QUE LLEGAN PARA REPARACION.",04774
FBREP,332,INSP,INSPECCIONAR,3,VER PLANO,54987-1
FBREP,231,PROT,PROTEGER,2,4.1).LARK OIL PO,13001692
FBREP,261,PROT,PROTEGER,2,LARK OIL PO,0206317017
FBREP,151,PROT,PROTEGER,1,LARK OIL PO,PD0001635E
FBREP,271,PROT,PROTEGER,3,"1.1).PROTEGER CON LARK OIL PO, ANTES DE INICIAR  ENSAMBLE",PD0001788
FBREP,99,PROT,PROTEGER,2,LARK OIL PO,10020190
FBREP,461,PROT,PROTEGER,1,LARK OIL PO.,PD0002796
FBREP,452,PROT,PROTEGER,1,LARK OIL PO.,PD0002796
FBREP,137,PROT,PROTEGER,2,"LARK OIL PO

OJO:SI ES PARA STOCK.",1ARU150002
FBREP,425,PROT,PROTEGER,1,-LARK OIL PO,PD0002585
FBREP,3,PROT,PROTEGER,2,"LARK OIL PO
",4001899
FBREP,402,PROT,PROTEGER,3,6.1).LARK OIL PO,30351506
FBREP,168,PROT,PROTEGER,1,LARK OIL PO,PD0001788H
FBREP,157,PROT,PROTEGER,1,LARK OIL PO,PD0001788H
FBREP,94,PROT,PROTEGER,1,LARK OIL PO.,PD0001876A
FBREP,15,PROT,PROTEGER,1,"LARK OIL PO
",CBT8U7ZZ
FBREP,315,PROT,PROTEGER,1,8.1).LARK OIL PO,1ACI000009
FBREP,245,PROT,PROTEGER,2,LARK OIL PO,1000245028
FBREP,155,PROT,PROTEGER,1,LARK OIL PO,PD0001635F
FBREP,388,PROT,PROTEGER,3,LARK OIL PO,1100032312
FBREP,412,PROT,PROTEGER,2,LARK OIL PO,30392656
FBREP,280,PROT,PROTEGER,1,LARK OIL PO,PD0002299
FBREP,63,PROT,PROTEGER,1,LARK OIL PO,PD0001754
FBREP,482,PROT,PROTEGER,1,LARK OIL PO,PD0002689
FBREP,138,PROT,PROTEGER,1,"LARK OIL PO

OJO:SOLO SI ES PARA STOCK.",1ARU170005
FBREP,483,PROT,PROTEGER,1,6.1).LARK OIL PO,30586248A2
FBREP,266,PROT,PROTEGER,2,"LARK OIL PO

NOTA:PROTEGER SOLO CUANDO VAYA COMO REPUESTO",PD01923B
FBREP,247,PROT,PROTEGER,2,"LARK OIL PO

NOTA:PROTEGER SOLO CUANDO VAYA COMO REPUESTO",PD01923B
FBREP,252,PROT,PROTEGER,2,"LARK OIL PO

NOTA:PROTEGER SOLO CUANDO VAYA COMO REPUESTO",PD01923B
FBREP,330,PROT,PROTEGER,4,LARK OIL PO.,1000151929
FBREP,227,PROT,PROTEGER,1,LARK OIL PO,PD0002129
FBREP,139,PROT,PROTEGER,2,LARK OIL PO,1ARU170007
FBREP,391,PROT,PROTEGER,1,LARK OIL PO.,PD0002395
FBREP,303,PROT,PROTEGER,1,LARK OIL PO.,PD0002323
FBREP,380,PROT,PROTEGER,1,LARK OIL PO.,PD0002497
FBREP,457,PROT,PROTEGER,6,"LARK OIL PO
",30169435
FBREP,276,PROT,PROTEGER,3,"LARK OIL PO

",PD0001788F
FBREP,424,PROT,PROTEGER,1,LARK OIL PO,PD0002581
FBREP,135,PROT,PROTEGER,2,LARK OIL PO,1ARU030003
FBREP,458,PROT,PROTEGER,13,LARK OIL PO,30413868
FBREP,143,PROT,PROTEGER,3,"LARK OIL PO

OJO: SOLO SI ES PARA STOCK.",1ARU140003
FBREP,174,PROT,PROTEGER,2,LARK OIL PO,PD0001635
FBREP,270,PROT,PROTEGER,6,LARK OIL PO,6000036
FBREP,478,PROT,PROTEGER,3,•LARK OIL PO.,30607413E
FBREP,372,PROT,PROTEGER,6,LARK OIL PO,12689
FBREP,273,PROT,PROTEGER,3,LARK OIL PO,PD0001788C
FBREP,393,PROT,PROTEGER,1,7.1).LARK OIL PO,PD0002538
FBREP,1,PROT,PROTEGER,1,LARK OIL PO,1ARU000001
FBREP,305,PROT,PROTEGER,2,LARK OIL PO,1ACI000000
FBREP,332,PROT,PROTEGER,3,LARK OIL PO,54987-1
FBREP,329,PROT,PROTEGER,4,LARK OIL PO,1000151928
FBREP,476,PROT,PROTEGER,2,•LARK OIL PO.,30607413C
FBREP,165,PROT,PROTEGER,1,LARK OIL PO,30301439E
FBREP,125,PROT,PROTEGER,2,LARK OIL PO.,PD01324D2
FBREP,145,PROT,PROTEGER,1,LARK OIL PO,PD0001955A
FBREP,389,PROT,PROTEGER,2,LARK OIL PO,110032312A
FBREP,24,PROT,PROTEGER,1,LARK OIL PO.,PD0001636B
FBREP,292,PROT,PROTEGER,7,7.1).LARK OIL PO,1ACI000004
FBREP,427,PROT,PROTEGER,1,LARK OIL PO,PD0002587
FBREP,387,PROT,PROTEGER,1,LARK OIL PO.,PD02599
FBREP,107,PROT,PROTEGER,1,LARK OIL PO,PD0001920
FBREP,49,PROT,PROTEGER,4,LARK OIL PO,1480738
FBREP,390,PROT,PROTEGER,12,LARK OIL PO,10020267
FBREP,373,PROT,PROTEGER,6,LARK OIL PO,4001190
FBREP,458,PROT,PROTEGER,12,LARK OIL PO,30413868
FBREP,491,SERV3,SERVICIO3,1,SERVICIO DE CORTE LASER ,3586248A15
FBREP,276,SERV3,SERVICIO3,3,"CORTAR CONTORNO EXTERIOR CON DIMENSIONES FINALES Y APROXIMAR INTERIOR.

-VERIFICAR DUREZA



",PD0001788F
FBREP,263,SERV3,SERVICIO3,1,SERVICIO CORTE LASER,0206310172
FBREP,368,SERV3,SERVICIO3,1,SERVICIO DE CORTE LASER,1122830O
FBREP,348,SERV3,SERVICIO3,1,CORTE LASER,PD0002334D
FBREP,359,SERV3,SERVICIO3,4,"1.1) CORTAR GALGA
SEGUN PLANO DXF",6352045180
FBREP,482,VERI,VERIFICAR,1,"NOTA: PARA LA ARANDELA CONCAVAS SE DEBE HACER ENSAYO EN LA MAQ-P022  PARA VERIFICAR QUE LA PIEZA RESORTE, NO SE FISURE Y NO PIERDA DIMENSIONES",PD0002689
FBREP,78,VERI,VERIFICAR,1,VER PLANO,PD0001754M
FBREP,56,VERI,VERIFICAR,1,"VER PLANO

NOTA:
-NO PRECALENTAR
-NO REALIZAR ALIVIO DE TENSIONES
",1465030M
FBREP,201,VERI,VERIFICAR,1,"4.1)VER PLANO 


NOTA: LLEVAR AL ÁREA DE SOLDADURA



",PD198313A2
FBREP,73,VERI,VERIFICAR,1,"VER PLANO 

NOTA:
-NO PRECALENTAR 
-NO REALIZAR ALIVIO DE TENSIONES",PD0001754O
FBREP,7,VERI,VERIFICAR,2,"Ø=8(±0.4)

A=150(±2)

ºF=60º(±2º)

",1000189006
FBREP,59,VERI,VERIFICAR,2,"VER PLANO

NOTA:LLEVAR AL AREA DE SOLDADURA",1465030G
FBREP,87,VERI,VERIFICAR,4,"VER PLANO

NOTA:
ENS.RUEDAS GUIA VAN ENSAMBLADAS A LA CDNA RECLAMADOR 3241 P315.
",PD0001754I
FBREP,74,VERI,VERIFICAR,1,"VER PLANO
",PD0001754I
FBREP,315,VERI,VERIFICAR,1,"5.1).VALIDAR ESCUALIZACION.
",1ACI000009
FBREP,137,VERI,VERIFICAR,2,"VER PLANO

",1ARU150002
FBREP,168,VERI,VERIFICAR,1,"VER PLANO 

¡OJO! TENER EN CUENTA NOTA DEL ENSAMBLE",PD0001788H
