ConsecutivoOP,ConsecPedido,Cliente,NombCliente,Producto,NombProducto,FechElab,Proceso,Version,FechEntregaPdcc,FechEntregaClte,OCCliente,QtyRequerida,Actividad,QtyControl,RecMAQ,RecHOM,SecAct,FechEstInicil,estado,TipoConsecutivo,Fecha de visita,Empresa,Planta,País,Ciudad,Tipo de equipo,Orden de compra,Pedido N°,Fecha de instalación de la cadena,Material,Referencia equipo,Causa de desgaste,"Si escogió otros, cuál?",Escoja el desgaste donde se presenta,Tipo de cadena,Referencia cadena,Medida referencia de control desgaste nueva en mm (CADENA),Medida referencia control de desgaste actual en mm (CADENA),Porcentaje de elongación actual % (CADENA),Porcentaje de elongación máx % (CADENA),Proyección en horas de operación restantes (H) (CADENA),Medida sin desgaste en mm (BUJE),Medida actual en mm1 (BUJE),Porcentaje de desgaste actual % (BUJE),Medida sin desgaste en mm1 (PASADOR),Medida actual en mm (PASADOR),Medida sin desgaste en mm2 (RODILLO),Medida actual en mm2 (RODILLO),Altura de la platina en mm,Medida actual de la platina en mm (PLATINA),Paso en mm,Cantidad de pasos (Muestra),"Recomendaciones

"
77790,30028,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30607413,CDNA ELEVADOR FB AU06.3 C2 P7,10/31/2023 15:49,30607413,1,,11/22/2023 0:00,8400005586,97.2,EMPA,0,BANCO DE TRABAJO DESPACHO,PRODUCTO TERMINADO,6,8/16/2023 0:00,FI,FBORP,5/20/2024,HOLCIM,MERIDA,MEXICO,MERIDA,Elevador cangilones,8400005586,30028,1/20/2024,CLINKER,ELEVADOR 5E1-BE01,Otros,FALTA DE COMPONENTE (ARANDELAS TOPE),Pasador cadena,CDNA ELEVADOR FB AU06.3 C2 P7,FB AU06.3,236.5,236.8,0.14,3.3,29524,,,,,,,,,,,,"Pasadores desplazados o con tendencia hacia la izquierda o derecha. El pasador esta centrado cuando sobresale aproximadamente 3,0mm en cada extremo a partir de la platina aditamento o teléfono. Para garantizar la correcta operación del elevador 5E1-BE01 se deberán instalar las arandelas topes como medida correctiva inmediata. Como solución definitiva se debe realizar el reemplazo de cadena FB-06. "
68006,27587,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,PD0001788D,PASADOR 44.45X41.15X198.7 PERF,2/14/2022 15:46,PD0001788D,3,01/07/2022 00:00,2/16/2022 0:00,8400004593,732,CORT,0,MEGAS,CORTAR,1,01/06/2022 00:00,FI,FBORP,06/07/2024,HOLCIM,HERMOSILLO,MEXICO,HERMOSILLO,Elevador cangilones,8400004593,27587,05/04/2022,"PUZOLANA, CALIZA",ELEVADOR DE CANGILONES 563-EC1,Cavitación seca,MAL ESTADO RUEDA MOTRIZ Y TENSOR,Buje cadena,"CDNA ELEVADOR FB 994-K443-C2-P7""",FB 994,,,,,,,,,40.4,39.9,,,,,,,"Las dos condiciones que se mencionan dan paso a que el modulo bota se inunde de material y que los cangilones empiecen a dragar y se presente desgaste acelerado.   Si la bota se inunda de material seco la cadena tiene que pasar dentro de la cama de material. Si este material es fino, el material se introduce entre perno y buje y cuando la cadena se vuelve a cargar el material sale estrujado de la holgura. Esto produce el fenómeno que se llama cavitación seca. El perno y el buje muestran un desgaste acelerado aun en la capa endurecida. "
67131,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162,CDNA FB 311-TK1-C2-P250,11/30/2021 19:15,30321162,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,1,EMPA,0,BANCO DE TRABAJO DESPACHO,PRODUCTO TERMINADO,8,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,250,251.17,0.47,2,34000,,,,,,,,,,,,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
74456,28914,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30392656,CDNA FB TRANS AU8076-C5-P250,4/28/2023 12:01,30392656,1,,02/06/2023 00:00,8400005086,480,EMPA,0,BANCO DE TRABAJO DESPACHO,PRODUCTO TERMINADO,8,1/25/2023 0:00,FI,FBORP,06/07/2024,HOLCIM,HERMOSILLO,MEXICO,HERMOSILLO,Tansportador de tablilla,8400005086,28914,1/25/2023,CLINKER,TRANSPORTADOR DE TABLILLAS 491-TP1 (KZB-Q 250 1000/350/5),Otros,SPROCKET MOTRIZ EN MAL ESTADO,Platina Interna,CDNA FB TRANS AU8076-C5-P250,FB 8076 ,326,326.6,0.18,1.6,,,,,,,,,,,,,"Se evidencia alto contacto en las platinas de los eslabones internos con los sprockets. Se observa huella de desgaste. 2.	Se evidencia patrón de hendiduras en las platinas internas, estas se ubican en el canto de la platina y hacia el lado interno, las mismas se presentan hacia el lado del motor #1. Las  hendiduras en la cadena son a causa del contacto entrada incorrecta entre cadena y sprockets. "
67742,27553,900484906,PALMAR DE ALTAMIRA SAS,PD0001998-1H,RODILLO ØE76.2XØI32.35X37.7  ,1/27/2022 11:18,PD0019981H,1,12/30/2021 0:00,1/28/2022 0:00,"3300292911,,",198,CORT,0,MEGAS,CORTAR,1,12/21/2021 0:00,FI,FBORP,9/23/2022,MANUELITA,PALMAR DE ALTAMIRA,COLOMBIA,CALI,Reclamador y apilador,,27553,1/21/2022,CAÑA,RECLAMADOR,Desalineación;Elongación prematura;Otros;Falta de lubricación;Ruptura,PITTING,Platina Interna;Rodillo;Pasador cadena,"CDNA FB2198-C6-P6""",FB2198,,,,,,,,,,,76.5,74,,,,,"Rotura del pasador / debido a fatiga por corrosión y sobre carga.  El área expuesta del pasador es susceptible a la corrosión y a picaduras si no se protege y si la cadena opera con agua, con compuestos ácidos o básicos, o materiales que producen ácidos cuando se combinan con agua. Como cualquier otra estructura, los pasadores de la cadena se doblan bajo las cargas. En estas condiciones, la superficie de la parte posterior del pasador se estira, es decir, está bajo tensión. Si el pasador se ha picado por un ataque corrosivo, cada picadura se convierte en un punto de concentración de esfuerzos.  Los pasadores de la cadena (dependiendo de la situación) se pueden: desgastar, romper, desgastar por adherencias, corroer o doblar. En otras circunstancias muy poco comunes, un pasador de cadena puede sufrir rotura. Si ocurre la rotura de un pasador, usualmente es debido a una sobrecarga severa repentina y anormal. El atascamiento accidental puede ser una causa probable.  La rotura ocurre en los puntos ilustrados en el esquema 1. Ya que la rotura del pasador se debe a condiciones anormales de carga, la causa se puede determinar usualmente.   5.2 Causa de Falla cadena FB2198  En la actual operación del equipo se hallan condiciones anormales de sobre carga debido al material incrustado en las partes móviles de la cadena para ambos ramales y a la alimentación de material no centrado en el equipo, afectando de manera importante el giro por los menos del 90% de los rodillos, lo que traduce a un aumento de carga (tensión) en los pasadores. Se observa que la cadena está sometida a un ambiente severo de corrosión, formando picaduras (pitting) en toda la superficie del pasador. La combinación de picadura como puntos concentradores de esfuerzos y las sobrecargas por rodillos atascados generan la rotura del pasador."
65004,26425,860009808,HOLCIM (COLOMBIA) S.A.,30321162E,BUJE ØE50XØI32.55X74.05 EC,7/27/2021 15:59,30321162E,1,,5/24/2021 0:00,4530309439,232,GRAN,0,GRANALLADORA,MECANIZADO,5,5/20/2021 0:00,FI,FBORP,4/28/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Reclamador y apilador,4530309439,26425,12/12/2021,PIEDRA CALIZA,RECLAMADOR 311 TK1,Elongación prematura;Otros,COLISIÓN CON GUÍAS,Platina Interna;Platina Externa;Rodillo,CDNA FB 311-TK1-C2-P250,FB425,,,,,,100.05,97.75,2.30,2.30,,,,,,,,"- El resultado obtenido del cálculo de elongación (imagen 4) indica que la cadena Fb-425 hasta el día 15/03/22 en 2160 Horas de operación aproximadas tiene un porcentaje de desgaste de 0.12%. Para esta cadena FB recomienda un porcentaje de elongación máximo de 1.6%.   En fundamento de los resultados, se infiere que la cadena no presenta un desgaste prematuro o excesivo entre buje y pasador.  - Los rodillos inspeccionados, presentan una huella de desgaste acelerado en correlación a las horas de operación. Los resultados en el cálculo de desgaste del rodillo (imagen 5) entregan un porcentaje de desgaste del 2.30%, donde el desgaste máximo en porcentaje de 6.47%. Si bien el desgaste calculado no supera el máximo sugerido, en las horas que lleva de operación se debiera tener un desgaste aproximado del 0.46%  - Se recomienda planear parada para realizar inspección detallada del equipo: cadena, guías, sprocket, etc., y, determinar si el desgaste encontrado en los rodillos pertenece a una causa puntual o patrón que afecta a todo el conjunto de rodillos. Este paro es necesario para hallar causas raíz.   - Se recomienda gestionar el traslado de los tramos de cadena desensamblados a instalaciones de FB para realizar análisis mas detallado.  - Se consideran a continuación las siguientes hipótesis como fuente del desgaste acelerado de los rodillos:  a)	Constante colisión del rodillo a la entrada de las guías desgaste; es decir, el fenómeno se presenta cuando la cadena sale del sprocket hacia la guía y no se da un contacto de entrada suave. Este fenómeno sucede en los módulos tensor y motriz.  b)	En alguna sección de las guías de desgaste se hallan escalas, reducciones de área que no permitan la rodadura o movimiento del rodillo.  c)	En las secciones de las guías de desgaste, sprocket-eje se halla algún tipo desnivel ocasionado la restricción del movimiento al rodillo."
67134,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162C,PTNA PIN 9.5X78X349,11/30/2021 19:00,30321162C,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,116,ENDE,0,"PRENSA ANCLAJES, PLATINAS Y TROQUELADORAS",FORJADO,4,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,,,,,,,,,,,,,81,350,250,6,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
76787,29830,4.31E+12,CEMENTO BAYANO S.A.,PD0002567,CDNA FB 833-K2-C3-P6,8/29/2023 8:54,PD0002567,1,,8/15/2023 0:00,4522821655,105,EMPA,0,BANCO DE TRABAJO DESPACHO,PRODUCTO TERMINADO,8,5/30/2023 0:00,FI,FBORP,05/11/2023,CEMEX,CALZADA LARGA,PANAMÁ,CAIMITILLO,Elevador cangilones,45223474408,29830,10/20/2022,COMBUSTIBLES ALTERNOS,Elevador de alternos RDF 898-09,Velocidad incorrecta;Desalineación,,Pasador cadena,CDNA FB 833-K2-C3-P6,FB 833,152.4,156.6,0.45,2.5,6240,,,,,,,,,,,,Los pasadores de la cadena tienen una dureza superficial y de núcleo entre 46-53 HRC esto los hace muy frágiles y ante cualquier entalle en la superficie sumado al esfuerzo de flexión que están sometidos durante el trabajo fallan por fragilidad .Una velocidad lineal de (1.88 ?????) es demasiado alta para un elevador de cadena de platinas. Se evidencia en el módulo de bota del elevador una huella en el chasis de la maquina parte interna producto de que en su momento hubo roce del cangilón lo cual indica desalineación de los sprocket.
67132,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162A,PTNA INT 9.5X78X349,11/30/2021 17:56,30321162A,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,116,CORT2,0,OXICORTE Y PLASMA,CORTAR,1,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,,,,,,,,,,,,,81,350,250,6,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
77791,30028,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30607413A,BUJE ØE58.05XØI37.0X112,10/31/2023 14:41,30607413A,1,,8/15/2023 0:00,8400005586,546,CORT,0,MEGAS,CORTAR,1,8/16/2023 0:00,FI,FBORP,5/20/2024,HOLCIM,MERIDA,MEXICO,MERIDA,Elevador cangilones,8400005586,30028,1/20/2024,CLINKER,ELEVADOR 5E1-BE01,Otros,FALTA DE COMPONENTE (ARANDELAS TOPE),Pasador cadena,CDNA ELEVADOR FB AU06.3 C2 P7,FB AU06.3,,,,,,58,57.85,0.26,0.26,,,,,,,,"Pasadores desplazados o con tendencia hacia la izquierda o derecha. El pasador esta centrado cuando sobresale aproximadamente 3,0mm en cada extremo a partir de la platina aditamento o teléfono. Para garantizar la correcta operación del elevador 5E1-BE01 se deberán instalar las arandelas topes como medida correctiva inmediata. Como solución definitiva se debe realizar el reemplazo de cadena FB-06. "
67733,27553,900484906,PALMAR DE ALTAMIRA SAS,PD0001998-1,"CDNA FB 2198 C6 P6""",1/27/2022 12:28,PD0019981,1,12/30/2021 0:00,1/28/2022 0:00,"3300292911,,",30,EMPA,0,BANCO DE TRABAJO DESPACHO,PRODUCTO TERMINADO,9,12/21/2021 0:00,FI,FBORP,9/23/2022,MANUELITA,PALMAR DE ALTAMIRA,COLOMBIA,CALI,Reclamador y apilador,,27553,1/21/2022,CAÑA,RECLAMADOR,Desalineación;Elongación prematura;Otros;Falta de lubricación;Ruptura,PITTING,Platina Interna;Rodillo;Pasador cadena,"CDNA FB2198-C6-P6""",FB2198,457.2,460,0.61,2,,,,,,,,,,,,,"Rotura del pasador / debido a fatiga por corrosión y sobre carga.  El área expuesta del pasador es susceptible a la corrosión y a picaduras si no se protege y si la cadena opera con agua, con compuestos ácidos o básicos, o materiales que producen ácidos cuando se combinan con agua. Como cualquier otra estructura, los pasadores de la cadena se doblan bajo las cargas. En estas condiciones, la superficie de la parte posterior del pasador se estira, es decir, está bajo tensión. Si el pasador se ha picado por un ataque corrosivo, cada picadura se convierte en un punto de concentración de esfuerzos.  Los pasadores de la cadena (dependiendo de la situación) se pueden: desgastar, romper, desgastar por adherencias, corroer o doblar. En otras circunstancias muy poco comunes, un pasador de cadena puede sufrir rotura. Si ocurre la rotura de un pasador, usualmente es debido a una sobrecarga severa repentina y anormal. El atascamiento accidental puede ser una causa probable.  La rotura ocurre en los puntos ilustrados en el esquema 1. Ya que la rotura del pasador se debe a condiciones anormales de carga, la causa se puede determinar usualmente.   5.2 Causa de Falla cadena FB2198  En la actual operación del equipo se hallan condiciones anormales de sobre carga debido al material incrustado en las partes móviles de la cadena para ambos ramales y a la alimentación de material no centrado en el equipo, afectando de manera importante el giro por los menos del 90% de los rodillos, lo que traduce a un aumento de carga (tensión) en los pasadores. Se observa que la cadena está sometida a un ambiente severo de corrosión, formando picaduras (pitting) en toda la superficie del pasador. La combinación de picadura como puntos concentradores de esfuerzos y las sobrecargas por rodillos atascados generan la rotura del pasador."
68006,27587,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,PD0001788D,PASADOR 44.45X41.15X198.7 PERF,2/14/2022 15:46,PD0001788D,3,01/07/2022 00:00,2/16/2022 0:00,8400004593,732,CENT,0,TORNOS,MECANIZADO,2,01/06/2022 00:00,FI,FBORP,06/07/2024,HOLCIM,HERMOSILLO,MEXICO,HERMOSILLO,Elevador cangilones,8400004593,27587,05/04/2022,"PUZOLANA, CALIZA",ELEVADOR DE CANGILONES 563-EC1,Cavitación seca,MAL ESTADO RUEDA MOTRIZ Y TENSOR,Buje cadena,"CDNA ELEVADOR FB 994-K443-C2-P7""",FB 994,,,,,,,,,40.4,39.9,,,,,,,"Las dos condiciones que se mencionan dan paso a que el modulo bota se inunde de material y que los cangilones empiecen a dragar y se presente desgaste acelerado.   Si la bota se inunda de material seco la cadena tiene que pasar dentro de la cama de material. Si este material es fino, el material se introduce entre perno y buje y cuando la cadena se vuelve a cargar el material sale estrujado de la holgura. Esto produce el fenómeno que se llama cavitación seca. El perno y el buje muestran un desgaste acelerado aun en la capa endurecida. "
65433,26765,860009808,HOLCIM (COLOMBIA) S.A.,30351506C,PTNA INT 16X103X301,7/23/2021 12:09,30351506C,2,07/02/2021 00:00,08/03/2021 00:00,4530313020,60,GRAN,0,GRANALLADORA,MECANIZADO,3,08/03/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4530313020,26765,7/27/2021,CLINKER,ELEVADOR D CANGILONES 533-EC1,Elongación prematura;Desalineación;Otros,DESGASTE DE GUIAS,Platina Interna;Pasador cadena,"CDNA FB984-ADITK443-C2-P7""",FB984,,,,,,,,,,,,,102,101,177.8,6,"?	La proyección de la vida útil por elongación (0.36%)es de aproximadamente 37.000 horas. ?	En el próximo recorte de cadena se recomienda enviar a los pasos bajados a Forjas Bolívar para realizar un análisis mas detallado y proyectar con mas exactitud la vida útil. ?	Los bujes NO presentan desgaste. ?	Pasador con desgaste moderado para el tiempo de funcionamiento y no evidencia un desgaste alarmante por causas de mala operación del equipo o material muy abrasivo. ?	Se debe cambiar las guías del sistema de tensión lo masa pronto posible, presenta desgaste alarmante. ?	Se recomienda revisar la alineación del equipo para evitar que se sigan desgastando las platinas internas de la cadena y corregir problemas en el sistema de tensión."
78008,30020,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30391261D,BUJE ØE63.5XØI35.6X140.5 EC,10/20/2023 8:10,30391261D,2,,09/06/2023 00:00,8400005594,378,CORT,0,MEGAS,CORTAR,1,09/07/2023 00:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,,,,63.5,63.2,0.47,0.47,,,,,,,,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
67140,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162I,PTNA SUFRIDERA 15X40X60 ,11/30/2021 19:08,30321162I,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,232,CORT2,0,OXICORTE Y PLASMA,CORTAR,1,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,,,,,,,,,,,,,81,350,250,6,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
65431,26765,860009808,HOLCIM (COLOMBIA) S.A.,30351506A,BUJE ØE63.5XØI35.55X127.8,7/23/2021 12:09,30351506A,2,07/02/2021 00:00,08/03/2021 00:00,4530313020,60,CORT,0,MEGAS,CORTAR,1,08/03/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4530313020,26765,7/27/2021,CLINKER,ELEVADOR D CANGILONES 533-EC1,Elongación prematura;Desalineación;Otros,DESGASTE DE GUIAS,Platina Interna;Pasador cadena,"CDNA FB984-ADITK443-C2-P7""",FB984,,,,,,63.5,63.3,0.31,0.31,,,,,,,,"?	La proyección de la vida útil por elongación (0.36%)es de aproximadamente 37.000 horas. ?	En el próximo recorte de cadena se recomienda enviar a los pasos bajados a Forjas Bolívar para realizar un análisis mas detallado y proyectar con mas exactitud la vida útil. ?	Los bujes NO presentan desgaste. ?	Pasador con desgaste moderado para el tiempo de funcionamiento y no evidencia un desgaste alarmante por causas de mala operación del equipo o material muy abrasivo. ?	Se debe cambiar las guías del sistema de tensión lo masa pronto posible, presenta desgaste alarmante. ?	Se recomienda revisar la alineación del equipo para evitar que se sigan desgastando las platinas internas de la cadena y corregir problemas en el sistema de tensión."
68007,27587,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,PD0001788E,BUJE ØE63.5XØI40.75X140.5 EC,01/12/2022 10:59,PD0001788E,3,01/07/2022 00:00,2/16/2022 0:00,8400004593,732,GRAN1,0,GRANALLADORA,MECANIZADO,8,01/06/2022 00:00,CE,FBORP,06/07/2024,HOLCIM,HERMOSILLO,MEXICO,HERMOSILLO,Elevador cangilones,8400004593,27587,05/04/2022,"PUZOLANA, CALIZA",ELEVADOR DE CANGILONES 563-EC1,Cavitación seca,MAL ESTADO RUEDA MOTRIZ Y TENSOR,Buje cadena,"CDNA ELEVADOR FB 994-K443-C2-P7""",FB 994,,,,,,63.5,62.8,1.10,1.10,,,,,,,,"Las dos condiciones que se mencionan dan paso a que el modulo bota se inunde de material y que los cangilones empiecen a dragar y se presente desgaste acelerado.   Si la bota se inunda de material seco la cadena tiene que pasar dentro de la cama de material. Si este material es fino, el material se introduce entre perno y buje y cuando la cadena se vuelve a cargar el material sale estrujado de la holgura. Esto produce el fenómeno que se llama cavitación seca. El perno y el buje muestran un desgaste acelerado aun en la capa endurecida. "
71011,28508,860009808,HOLCIM (COLOMBIA) S.A.,30299259C,PASADOR 28X26X149.8 PERF,7/29/2022 21:19,30299259C,2,7/25/2022 0:00,7/25/2022 0:00,4500602273,60,CORT,0,MEGAS,CORTAR,1,7/20/2022 0:00,FI,FBORP,02/01/2023,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4500602273;4530319004,28508,8/30/2022,CARBÓN GRANULADO,ELEVEDOR L41-EC,Otros,OXIDACIÓN,Buje cadena;Platina Externa;Platina Interna;Pasador cadena,"CDNA FB 956-K24-C2-P6""",FB 956,,,,,,,,,25.4,24.6,,,,,,,"Es evidente que se presenta un desgaste acelerado sobre todo en el pasador  	Toda la superficie de la cadena presenta desgaste por pitting generado por corrosión por el material que transporta y el porcentaje de humedad. 	El pitting que se observa en el pasador daña la superficie reduciendo el área y produciendo desprendimiento y desgaste acelerado. 	Se recomienda revisar todas las condiciones operacionales del equipo y sobre todo el retorno de material a la bota del elevador. 	El material transportado se torna pegajoso y e4s extremadamente corrosivo produciendo desgastes en todas las partes del elevador."
71009,28508,860009808,HOLCIM (COLOMBIA) S.A.,30299259A,BUJE ØE44.45X26.05X101.6 ,7/29/2022 21:18,30299259A,3,7/25/2022 0:00,7/25/2022 0:00,4500602273,60,CORT,0,MEGAS,CORTAR,1,7/20/2022 0:00,FI,FBORP,02/01/2023,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4500602273;4530319004,28508,8/30/2022,CARBÓN GRANULADO,ELEVEDOR L41-EC,Otros,OXIDACIÓN,Buje cadena;Platina Externa;Platina Interna;Pasador cadena,"CDNA FB 956-K24-C2-P6""",FB 956,,,,,,25.9,26.05,0.58,0.58,,,,,,,,"Es evidente que se presenta un desgaste acelerado sobre todo en el pasador  	Toda la superficie de la cadena presenta desgaste por pitting generado por corrosión por el material que transporta y el porcentaje de humedad. 	El pitting que se observa en el pasador daña la superficie reduciendo el área y produciendo desprendimiento y desgaste acelerado. 	Se recomienda revisar todas las condiciones operacionales del equipo y sobre todo el retorno de material a la bota del elevador. 	El material transportado se torna pegajoso y e4s extremadamente corrosivo produciendo desgastes en todas las partes del elevador."
